"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath"
"Protein structure for Q8EG35","AlphaFold2 predicted protein structure for Q8EG35 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q8EG35.pdb"
"Protein structure for Q8WTC7_9CNID","AlphaFold2 predicted protein structure for Q8WTC7_9CNID from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/Q8WTC7_9CNID.pdb"
"Protein structure for R1AB_SARS2","AlphaFold2 predicted protein structure for R1AB_SARS2 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/R1AB_SARS2.pdb"
"Protein structure for RAD_ANTMA","AlphaFold2 predicted protein structure for RAD_ANTMA from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RAD_ANTMA.pdb"
"Protein structure for RAF1_HUMAN","AlphaFold2 predicted protein structure for RAF1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RAF1_HUMAN.pdb"
"Protein structure for RASH_HUMAN","AlphaFold2 predicted protein structure for RASH_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RASH_HUMAN.pdb"
"Protein structure for RASK_HUMAN","AlphaFold2 predicted protein structure for RASK_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RASK_HUMAN.pdb"
"Protein structure for RBP1_HUMAN","AlphaFold2 predicted protein structure for RBP1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RBP1_HUMAN.pdb"
"Protein structure for RCD1_ARATH","AlphaFold2 predicted protein structure for RCD1_ARATH from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RCD1_ARATH.pdb"
"Protein structure for RCRO_LAMBD","AlphaFold2 predicted protein structure for RCRO_LAMBD from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RCRO_LAMBD.pdb"
"Protein structure for RD23A_HUMAN","AlphaFold2 predicted protein structure for RD23A_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RD23A_HUMAN.pdb"
"Protein structure for RDRP_I33A0","AlphaFold2 predicted protein structure for RDRP_I33A0 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RDRP_I33A0.pdb"
"Protein structure for REV_HV1H2","AlphaFold2 predicted protein structure for REV_HV1H2 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/REV_HV1H2.pdb"
"Protein structure for RFAH_ECOLI","AlphaFold2 predicted protein structure for RFAH_ECOLI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RFAH_ECOLI.pdb"
"Protein structure for RL20_AQUAE","AlphaFold2 predicted protein structure for RL20_AQUAE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RL20_AQUAE.pdb"
"Protein structure for RL40A_YEAST","AlphaFold2 predicted protein structure for RL40A_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RL40A_YEAST.pdb"
"Protein structure for RNC_ECOLI","AlphaFold2 predicted protein structure for RNC_ECOLI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RNC_ECOLI.pdb"
"Protein structure for RPC1_BP434","AlphaFold2 predicted protein structure for RPC1_BP434 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RPC1_BP434.pdb"
"Protein structure for RPC1_LAMBD","AlphaFold2 predicted protein structure for RPC1_LAMBD from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RPC1_LAMBD.pdb"
"Protein structure for RS15_GEOSE","AlphaFold2 predicted protein structure for RS15_GEOSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/RS15_GEOSE.pdb"
"Protein structure for S22A1_HUMAN","AlphaFold2 predicted protein structure for S22A1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/S22A1_HUMAN.pdb"
"Protein structure for SAV1_MOUSE","AlphaFold2 predicted protein structure for SAV1_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SAV1_MOUSE.pdb"
"Protein structure for SBI_STAAM","AlphaFold2 predicted protein structure for SBI_STAAM from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SBI_STAAM.pdb"
"Protein structure for SC6A4_HUMAN","AlphaFold2 predicted protein structure for SC6A4_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SC6A4_HUMAN.pdb"
"Protein structure for SCIN_STAAR","AlphaFold2 predicted protein structure for SCIN_STAAR from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SCIN_STAAR.pdb"
"Protein structure for SCN5A_HUMAN","AlphaFold2 predicted protein structure for SCN5A_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SCN5A_HUMAN.pdb"
"Protein structure for SDA_BACSU","AlphaFold2 predicted protein structure for SDA_BACSU from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SDA_BACSU.pdb"
"Protein structure for SERC_HUMAN","AlphaFold2 predicted protein structure for SERC_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SERC_HUMAN.pdb"
"Protein structure for SHOC2_HUMAN","AlphaFold2 predicted protein structure for SHOC2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SHOC2_HUMAN.pdb"
"Protein structure for SOX2_MOUSE","AlphaFold2 predicted protein structure for SOX2_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SOX2_MOUSE.pdb"
"Protein structure for SOX30_HUMAN","AlphaFold2 predicted protein structure for SOX30_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SOX30_HUMAN.pdb"
"Protein structure for SPA_STAAU","AlphaFold2 predicted protein structure for SPA_STAAU from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SPA_STAAU.pdb"
"Protein structure for SPG1_STRSG","AlphaFold2 predicted protein structure for SPG1_STRSG from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SPG1_STRSG.pdb"
"Protein structure for SPG2_STRSG","AlphaFold2 predicted protein structure for SPG2_STRSG from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SPG2_STRSG.pdb"
"Protein structure for SPIKE_SARS2","AlphaFold2 predicted protein structure for SPIKE_SARS2 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SPIKE_SARS2.pdb"
"Protein structure for SPTN1_CHICK","AlphaFold2 predicted protein structure for SPTN1_CHICK from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SPTN1_CHICK.pdb"
"Protein structure for SQSTM_MOUSE","AlphaFold2 predicted protein structure for SQSTM_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SQSTM_MOUSE.pdb"
"Protein structure for SR43C_ARATH","AlphaFold2 predicted protein structure for SR43C_ARATH from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SR43C_ARATH.pdb"
"Protein structure for SRBS1_HUMAN","AlphaFold2 predicted protein structure for SRBS1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SRBS1_HUMAN.pdb"
"Protein structure for SRC_HUMAN","AlphaFold2 predicted protein structure for SRC_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SRC_HUMAN.pdb"
"Protein structure for SUMO1_HUMAN","AlphaFold2 predicted protein structure for SUMO1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SUMO1_HUMAN.pdb"
"Protein structure for SYUA_HUMAN","AlphaFold2 predicted protein structure for SYUA_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/SYUA_HUMAN.pdb"
"Protein structure for TADBP_HUMAN","AlphaFold2 predicted protein structure for TADBP_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TADBP_HUMAN.pdb"
"Protein structure for TAT_HV1BR","AlphaFold2 predicted protein structure for TAT_HV1BR from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TAT_HV1BR.pdb"
"Protein structure for TCRG1_MOUSE","AlphaFold2 predicted protein structure for TCRG1_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TCRG1_MOUSE.pdb"
"Protein structure for THO1_YEAST","AlphaFold2 predicted protein structure for THO1_YEAST from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/THO1_YEAST.pdb"
"Protein structure for TNKS2_HUMAN","AlphaFold2 predicted protein structure for TNKS2_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TNKS2_HUMAN.pdb"
"Protein structure for TPK1_HUMAN","AlphaFold2 predicted protein structure for TPK1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TPK1_HUMAN.pdb"
"Protein structure for TPMT_HUMAN","AlphaFold2 predicted protein structure for TPMT_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TPMT_HUMAN.pdb"
"Protein structure for TPOR_HUMAN","AlphaFold2 predicted protein structure for TPOR_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TPOR_HUMAN.pdb"
"Protein structure for TRPC_SACS2","AlphaFold2 predicted protein structure for TRPC_SACS2 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TRPC_SACS2.pdb"
"Protein structure for TRPC_THEMA","AlphaFold2 predicted protein structure for TRPC_THEMA from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/TRPC_THEMA.pdb"
"Protein structure for UBC9_HUMAN","AlphaFold2 predicted protein structure for UBC9_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/UBC9_HUMAN.pdb"
"Protein structure for UBE4B_HUMAN","AlphaFold2 predicted protein structure for UBE4B_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/UBE4B_HUMAN.pdb"
"Protein structure for UBE4B_MOUSE","AlphaFold2 predicted protein structure for UBE4B_MOUSE from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/UBE4B_MOUSE.pdb"
"Protein structure for UBR5_HUMAN","AlphaFold2 predicted protein structure for UBR5_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/UBR5_HUMAN.pdb"
"Protein structure for VG08_BPP22","AlphaFold2 predicted protein structure for VG08_BPP22 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/VG08_BPP22.pdb"
"Protein structure for VILI_CHICK","AlphaFold2 predicted protein structure for VILI_CHICK from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/VILI_CHICK.pdb"
"Protein structure for VKOR1_HUMAN","AlphaFold2 predicted protein structure for VKOR1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/VKOR1_HUMAN.pdb"
"Protein structure for VRPI_BPT7","AlphaFold2 predicted protein structure for VRPI_BPT7 from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/VRPI_BPT7.pdb"
"Protein structure for YAIA_ECOLI","AlphaFold2 predicted protein structure for YAIA_ECOLI from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/YAIA_ECOLI.pdb"
"Protein structure for YAP1_HUMAN","AlphaFold2 predicted protein structure for YAP1_HUMAN from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/YAP1_HUMAN.pdb"
"Protein structure for YNZC_BACSU","AlphaFold2 predicted protein structure for YNZC_BACSU from ProteinGym v1.2 curated by Notin et al. 2023","3.21",NA,"PDB","https://zenodo.org/records/14997691",1.2,NA,NA,TRUE,"Marks Lab at Harvard Medical School","Tram Nguyen <Tram_Nguyen@hms.harvard.edu>","Character","FilePath","ProteinGymR/YNZC_BACSU.pdb"
